"RaumKategorie","RaumSort","RaumLang","StichtagDatJahr","FlaecheT","FlaecheL","FlaecheS"
"Stadtquartier",73,"Hirslanden",2012,218.8,96.1,69.1
"Stadtquartier",73,"Hirslanden",2013,218.8,96.1,69.1
"Stadtquartier",73,"Hirslanden",2014,218.6,95.9,69.1
"Stadtquartier",73,"Hirslanden",2015,218.7,95.9,69.1
"Stadtquartier",73,"Hirslanden",2016,218.7,95.6,69.3
"Stadtquartier",73,"Hirslanden",2017,218.7,95.1,69.3
"Stadtquartier",73,"Hirslanden",2018,218.7,95.1,69.1
"Stadtquartier",73,"Hirslanden",2019,218.7,95.1,69.1
"Stadtquartier",73,"Hirslanden",2020,218.7,95.1,69.1
"Stadtquartier",73,"Hirslanden",2021,218.7,95.1,69.1
"Stadtquartier",73,"Hirslanden",2022,218.7,95.1,69.1
"Stadtquartier",73,"Hirslanden",2023,218.7,95.1,68.7
"Stadtquartier",73,"Hirslanden",2024,218.7,95.1,68.7
"Stadtquartier",73,"Hirslanden",2025,218.7,95.1,68.7
"Stadtquartier",74,"Witikon",2009,493.3,284.5,135.9
"Stadtquartier",74,"Witikon",2010,493.3,284.5,135.9
"Stadtquartier",74,"Witikon",2011,494.1,285.3,136.5
"Stadtquartier",74,"Witikon",2012,493.3,284.5,135.9
"Stadtquartier",74,"Witikon",2013,493.3,284.5,136.2
"Stadtquartier",74,"Witikon",2014,493.5,284.6,136.2
"Stadtquartier",74,"Witikon",2015,493.4,283.8,136.2
"Stadtquartier",74,"Witikon",2016,493.4,283.4,137.9
"Stadtquartier",74,"Witikon",2017,493.4,282.8,137.9
"Stadtquartier",74,"Witikon",2018,493.4,284.4,138.1
"Stadtquartier",74,"Witikon",2019,494.4,285.5,138.1
"Stadtquartier",74,"Witikon",2020,493.4,284.5,138.1
"Stadtquartier",74,"Witikon",2021,493.4,284.5,138.1
"Stadtquartier",74,"Witikon",2022,493.4,284.5,138.1
"Stadtquartier",74,"Witikon",2023,493.4,284.4,138
"Stadtquartier",74,"Witikon",2024,493.4,284,139.1
"Stadtquartier",74,"Witikon",2025,493.4,284,139.4
"Stadtquartier",81,"Seefeld",2009,242.3,67.1,36.4
"Stadtquartier",81,"Seefeld",2010,242.3,67.1,36.4
"Stadtquartier",81,"Seefeld",2011,242.3,67.1,36.5
"Stadtquartier",81,"Seefeld",2012,242.3,67.1,36.7
"Stadtquartier",81,"Seefeld",2013,242.3,67.1,36.7
"Stadtquartier",81,"Seefeld",2014,242.2,67.1,37.1
"Stadtquartier",81,"Seefeld",2015,242.2,67,37.1
"Stadtquartier",81,"Seefeld",2016,242.2,67.1,36.8
"Stadtquartier",81,"Seefeld",2017,242.2,67.1,36.8
"Stadtquartier",81,"Seefeld",2018,242.2,67.1,36.9
"Stadtquartier",81,"Seefeld",2019,242.2,67.1,36.9
"Stadtquartier",81,"Seefeld",2020,242.2,67,36.9
"Stadtquartier",81,"Seefeld",2021,242.2,67,36.9
"Stadtquartier",81,"Seefeld",2022,242.2,67,36.9
"Stadtquartier",81,"Seefeld",2023,242.2,67,37
"Stadtquartier",81,"Seefeld",2024,242.2,67,37
"Stadtquartier",81,"Seefeld",2025,242.2,67,37
"Stadtquartier",82,"Mühlebach",2009,63.8,63.6,48.1
"Stadtquartier",82,"Mühlebach",2010,63.8,63.6,48.2
"Stadtquartier",82,"Mühlebach",2011,63.6,63.4,48.3
"Stadtquartier",82,"Mühlebach",2012,63.8,63.6,48.3
"Stadtquartier",82,"Mühlebach",2013,63.8,63.6,47.5
"Stadtquartier",82,"Mühlebach",2014,63.9,63.8,47.5
"Stadtquartier",82,"Mühlebach",2015,63.9,63.8,47.5
"Stadtquartier",82,"Mühlebach",2016,63.9,63.8,48
"Stadtquartier",82,"Mühlebach",2017,63.9,63.8,48
"Stadtquartier",82,"Mühlebach",2018,63.9,63.8,48
"Stadtquartier",82,"Mühlebach",2019,63.9,63.8,48
"Stadtquartier",82,"Mühlebach",2020,63.9,63.8,48
"Stadtquartier",82,"Mühlebach",2021,63.9,63.8,48
"Stadtquartier",82,"Mühlebach",2022,63.9,63.8,48
"Stadtquartier",82,"Mühlebach",2023,63.9,63.8,48
"Stadtquartier",82,"Mühlebach",2024,63.9,63.8,48
"Stadtquartier",82,"Mühlebach",2025,63.9,63.8,48
"Stadtquartier",83,"Weinegg",2009,174.5,157.8,94.2
"Stadtquartier",83,"Weinegg",2010,174.5,157.8,94.1
"Stadtquartier",83,"Weinegg",2011,161.4,144.6,90.8
"Stadtquartier",83,"Weinegg",2012,174.5,157.8,93.4
"Stadtquartier",83,"Weinegg",2013,174.5,157.8,93.5
"Stadtquartier",83,"Weinegg",2014,174.5,157.8,93.6
"Stadtquartier",83,"Weinegg",2015,174.5,157.8,93.7
"Stadtquartier",83,"Weinegg",2016,174.5,157.6,96.7
"Stadtquartier",83,"Weinegg",2017,174.5,157.5,96.1
"Stadtquartier",83,"Weinegg",2018,174.5,157.5,100.5
"Stadtquartier",83,"Weinegg",2019,174.5,157.5,100.5
"Stadtquartier",83,"Weinegg",2020,174.5,157.5,100.5
"Stadtquartier",83,"Weinegg",2021,174.5,157.5,100.4
"Stadtquartier",83,"Weinegg",2022,174.5,157.4,100.5
"Stadtquartier",83,"Weinegg",2023,174.5,157.4,100.5
"Stadtquartier",83,"Weinegg",2024,174.5,157.4,100.4
"Stadtquartier",83,"Weinegg",2025,174.5,157.4,100.6
"Stadtquartier",91,"Albisrieden",2009,460.1,272.1,177.6
"Stadtquartier",91,"Albisrieden",2010,460.1,272.1,177.6
"Stadtquartier",91,"Albisrieden",2011,460.1,272.1,177.8
"Stadtquartier",91,"Albisrieden",2012,460.1,272.1,177.8
"Stadtquartier",91,"Albisrieden",2013,460.1,272.5,177.8
"Stadtquartier",91,"Albisrieden",2014,460.1,272.5,177.9
"Stadtquartier",91,"Albisrieden",2015,460.1,272.4,177.2
"Stadtquartier",91,"Albisrieden",2016,460.2,272,177.3
"Stadtquartier",91,"Albisrieden",2017,460.1,271.4,175.9
"Stadtquartier",91,"Albisrieden",2018,460.1,271.6,175.6
"Stadtquartier",91,"Albisrieden",2019,460.1,271.6,175.7
"Stadtquartier",91,"Albisrieden",2020,460.1,271.6,175.6
"Stadtquartier",91,"Albisrieden",2021,460.1,271.6,175.6
"Stadtquartier",91,"Albisrieden",2022,460.1,271.6,175.5
"Stadtquartier",91,"Albisrieden",2023,461.5,273,176.5
"Stadtquartier",91,"Albisrieden",2024,461.5,273,176.5
"Stadtquartier",91,"Albisrieden",2025,461.5,272.7,177.3
"Stadtquartier",92,"Altstetten",2009,746.8,569.1,350.6
"Stadtquartier",92,"Altstetten",2010,746.8,569.1,350.6
"Stadtquartier",92,"Altstetten",2011,746.9,569.1,350.4
"Stadtquartier",92,"Altstetten",2012,745.5,567.4,351.6
"Stadtquartier",92,"Altstetten",2013,745.6,567.4,350.4
"Stadtquartier",92,"Altstetten",2014,745.6,567.4,353.1
"Stadtquartier",92,"Altstetten",2015,745.5,567.4,351.8
"Stadtquartier",92,"Altstetten",2016,745.5,566.2,359.2
"Stadtquartier",92,"Altstetten",2017,745.5,565.4,358.4
"Stadtquartier",92,"Altstetten",2018,745.5,565.9,357.5
"Stadtquartier",92,"Altstetten",2019,745.5,566,358.2
"Stadtquartier",92,"Altstetten",2020,745.5,566,358.1
"Stadtquartier",92,"Altstetten",2021,745.5,565.9,357.6
"Stadtquartier",92,"Altstetten",2022,745.5,565.9,357.3
"Stadtquartier",92,"Altstetten",2023,744.2,564.6,356.1
"Stadtquartier",92,"Altstetten",2024,744.2,564.6,355.8
"Stadtquartier",92,"Altstetten",2025,744.2,564.6,355.9
"Stadtquartier",101,"Höngg",2009,698.3,465.4,241.7
"Stadtquartier",101,"Höngg",2010,698.3,465.4,241.5
"Stadtquartier",101,"Höngg",2011,698.3,464,241.5
"Stadtquartier",101,"Höngg",2012,698.4,465.4,241.6
"Stadtquartier",101,"Höngg",2013,698.3,465.4,241.5
"Stadtquartier",101,"Höngg",2014,698.3,465.5,241.6
"Stadtquartier",101,"Höngg",2015,698.4,463.6,242.1
"Stadtquartier",101,"Höngg",2016,698.4,463.8,243.9
"Stadtquartier",101,"Höngg",2017,698.4,462,247.2
"Stadtquartier",101,"Höngg",2018,698.4,462.1,248.3
"Stadtquartier",101,"Höngg",2019,698.4,461.9,246.9
"Stadtquartier",101,"Höngg",2020,698.4,461.9,247
"Stadtquartier",101,"Höngg",2021,698.4,461.9,246.8
"Stadtquartier",101,"Höngg",2022,698.4,461.9,246.9
"Stadtquartier",101,"Höngg",2023,698.4,461.9,247
"Stadtquartier",101,"Höngg",2024,698.4,461.9,247.4
"Stadtquartier",101,"Höngg",2025,698.4,461.9,247.4
"Stadtquartier",102,"Wipkingen",2009,209,153.9,108.1
"Stadtquartier",102,"Wipkingen",2010,209,153.9,108.1
"Stadtquartier",102,"Wipkingen",2011,214,155.6,108.3
"Stadtquartier",102,"Wipkingen",2012,210.2,156.1,108.2
"Stadtquartier",102,"Wipkingen",2013,210.2,155,107.9
"Stadtquartier",102,"Wipkingen",2014,210.2,155,107.9
"Stadtquartier",102,"Wipkingen",2015,210.2,154.9,108
"Stadtquartier",102,"Wipkingen",2016,210.2,154.9,108.8
"Stadtquartier",102,"Wipkingen",2017,210.2,154.6,107.4
"Stadtquartier",102,"Wipkingen",2018,210.2,154.8,107.5
"Stadtquartier",102,"Wipkingen",2019,210.2,154.8,107.3
"Stadtquartier",102,"Wipkingen",2020,210.2,154.9,107.4
"Stadtquartier",102,"Wipkingen",2021,210.2,154.9,107.3
"Stadtquartier",102,"Wipkingen",2022,210.2,155,107.3
"Stadtquartier",102,"Wipkingen",2023,210.2,155,107.4
"Stadtquartier",102,"Wipkingen",2024,210.2,155,107.5
"Stadtquartier",102,"Wipkingen",2025,210.2,154.9,107.5
"Stadtquartier",111,"Affoltern",2009,603.2,493.3,204
"Stadtquartier",111,"Affoltern",2010,603.2,493.3,205.1
"Stadtquartier",111,"Affoltern",2011,603.2,493.3,207.9
"Stadtquartier",111,"Affoltern",2012,603.2,493.2,212.3
"Stadtquartier",111,"Affoltern",2013,603.2,493.2,212.2
"Stadtquartier",111,"Affoltern",2014,603.1,493.1,212.5
"Stadtquartier",111,"Affoltern",2015,604.4,493.7,213.9
"Stadtquartier",111,"Affoltern",2016,604.4,493.4,215.1
"Stadtquartier",111,"Affoltern",2017,604.4,493.5,215.8
"Stadtquartier",111,"Affoltern",2018,604.4,494.2,216.6
"Stadtquartier",111,"Affoltern",2019,604.4,494.2,217.1
"Stadtquartier",111,"Affoltern",2020,604.4,494.6,216.9
"Stadtquartier",111,"Affoltern",2021,604.4,495.3,217.1
"Stadtquartier",111,"Affoltern",2022,604.4,495.3,217.1
"Stadtquartier",111,"Affoltern",2023,604.4,495.3,217.3
"Stadtquartier",111,"Affoltern",2024,604.4,495.3,217.3
"Stadtquartier",111,"Affoltern",2025,604.4,495.1,218.5
"Stadtquartier",115,"Oerlikon",2009,267.9,264.5,187.6
"Stadtquartier",115,"Oerlikon",2010,267.8,264.4,187.5
"Stadtquartier",115,"Oerlikon",2011,267.8,264.4,187.6
"Stadtquartier",115,"Oerlikon",2012,267.8,265,188.5
"Stadtquartier",115,"Oerlikon",2013,267.8,265,188.8
"Stadtquartier",115,"Oerlikon",2014,267.8,265,188.7
"Stadtquartier",115,"Oerlikon",2015,267.5,264.7,188.5
"Stadtquartier",115,"Oerlikon",2016,267.5,263.4,187.7
"Stadtquartier",115,"Oerlikon",2017,267.5,263.3,187.5
"Stadtquartier",115,"Oerlikon",2018,267.5,264.2,187.3
"Stadtquartier",115,"Oerlikon",2019,267.5,264.2,187.2
"Stadtquartier",115,"Oerlikon",2020,267.5,264.2,187.1
"Stadtquartier",115,"Oerlikon",2021,267.5,264.2,187.1
"Stadtquartier",115,"Oerlikon",2022,267.5,264.2,187.1
"Stadtquartier",115,"Oerlikon",2023,267.5,264.2,187.1
"Stadtquartier",115,"Oerlikon",2024,267.5,264.2,186.9
"Stadtquartier",115,"Oerlikon",2025,267.5,264.2,186.9
"Stadtquartier",119,"Seebach",2009,471.8,431.5,221.1
"Stadtquartier",119,"Seebach",2010,471.8,431.6,220.6
"Stadtquartier",119,"Seebach",2011,474.3,431.9,220
"Stadtquartier",119,"Seebach",2012,471.8,431.6,220.3
"Stadtquartier",119,"Seebach",2013,471.8,431.6,219.8
"Stadtquartier",119,"Seebach",2014,471.9,431.6,220.1
"Stadtquartier",119,"Seebach",2015,471,430.3,220.5
"Stadtquartier",119,"Seebach",2016,471,424.8,221.9
"Stadtquartier",119,"Seebach",2017,471,424.8,223.2
"Stadtquartier",119,"Seebach",2018,471,425.3,223.2
"Stadtquartier",119,"Seebach",2019,471,425.3,222.9
"Stadtquartier",119,"Seebach",2020,471,425.5,222.9
"Stadtquartier",119,"Seebach",2021,471,425.5,222.7
"Stadtquartier",119,"Seebach",2022,471,425.5,222.8
"Stadtquartier",119,"Seebach",2023,471,425.5,224.1
"Stadtquartier",119,"Seebach",2024,471,425.5,224.3
"Stadtquartier",119,"Seebach",2025,471,425.5,224.2
"Stadtquartier",121,"Saatlen",2009,111,107.5,82.5
"Stadtquartier",121,"Saatlen",2010,111,107.2,81.4
"Stadtquartier",121,"Saatlen",2011,111,107.2,81.5
"Stadtquartier",121,"Saatlen",2012,111,107.2,81.5
"Stadtquartier",121,"Saatlen",2013,113.3,109.3,81.9
"Stadtquartier",121,"Saatlen",2014,112.8,108.9,81.9
"Stadtquartier",121,"Saatlen",2015,112.8,109,82.3
"Stadtquartier",121,"Saatlen",2016,112.8,108.3,83.2
"Stadtquartier",121,"Saatlen",2017,112.8,107.6,83.1
"Stadtquartier",121,"Saatlen",2018,112.8,108,83.9
"Stadtquartier",121,"Saatlen",2019,112.8,107.9,83.8
"Stadtquartier",121,"Saatlen",2020,112.8,107.9,83.8
"Stadtquartier",121,"Saatlen",2021,112.8,107.9,83.8
"Stadtquartier",121,"Saatlen",2022,112.8,107.9,84
"Stadtquartier",121,"Saatlen",2023,112.8,107.9,84
"Stadtquartier",121,"Saatlen",2024,112.8,108,84.1
"Stadtquartier",121,"Saatlen",2025,112.8,108,84.1
"Stadtquartier",122,"Schwamendingen-Mitte",2009,228.9,137.4,86.9
"Stadtquartier",122,"Schwamendingen-Mitte",2010,228.9,137.4,86.9
"Stadtquartier",122,"Schwamendingen-Mitte",2011,228.9,137.4,87
"Stadtquartier",122,"Schwamendingen-Mitte",2012,229.3,137.9,86.9
"Stadtquartier",122,"Schwamendingen-Mitte",2013,227.1,135.8,87.4
"Stadtquartier",122,"Schwamendingen-Mitte",2014,279.1,138.5,87.4
"Stadtquartier",122,"Schwamendingen-Mitte",2015,279.1,138.3,87.4
"Stadtquartier",122,"Schwamendingen-Mitte",2016,279.2,138.1,87.7
"Stadtquartier",122,"Schwamendingen-Mitte",2017,279.2,137.3,88
"Stadtquartier",122,"Schwamendingen-Mitte",2018,279.2,137.3,87.9
"Stadtquartier",122,"Schwamendingen-Mitte",2019,279.2,137.4,87.9
"Stadtquartier",122,"Schwamendingen-Mitte",2020,279.2,137.4,87.9
"Stadtquartier",122,"Schwamendingen-Mitte",2021,279.2,137.4,87.9
"Stadtquartier",122,"Schwamendingen-Mitte",2022,279.2,137.4,87.9
"Stadtquartier",122,"Schwamendingen-Mitte",2023,279.2,137.4,87.9
"Stadtquartier",122,"Schwamendingen-Mitte",2024,279.2,137.4,88.1
"Stadtquartier",122,"Schwamendingen-Mitte",2025,279.2,137.4,88.1
"Stadtquartier",123,"Hirzenbach",2009,256.7,180.5,99.2
"Stadtquartier",123,"Hirzenbach",2010,256.7,180.5,99.2
"Stadtquartier",123,"Hirzenbach",2011,256.7,180.5,98.9
"Stadtquartier",123,"Hirzenbach",2012,256.2,179.9,99.4
"Stadtquartier",123,"Hirzenbach",2013,256.2,180,99.3
"Stadtquartier",123,"Hirzenbach",2014,204.6,177.7,99.5
"Stadtquartier",123,"Hirzenbach",2015,204.6,176.7,99.4
"Stadtquartier",123,"Hirzenbach",2016,204.6,176.2,101.3
"Stadtquartier",123,"Hirzenbach",2017,204.6,176.1,101.1
"Stadtquartier",123,"Hirzenbach",2018,204.6,175.9,101.1
"Stadtquartier",123,"Hirzenbach",2019,204.6,175.9,100.2
"Stadtquartier",123,"Hirzenbach",2020,204.6,175.9,100.3
"Stadtquartier",123,"Hirzenbach",2021,204.6,175.9,100.2
"Stadtquartier",123,"Hirzenbach",2022,204.6,175.9,100.2
"Stadtquartier",123,"Hirzenbach",2023,204.6,175.9,100.6
"Stadtquartier",123,"Hirzenbach",2024,204.6,176.1,100.1
"Stadtquartier",123,"Hirzenbach",2025,204.6,176.1,100.1
